,X,Y
2031,-159,107
2032,-160,106
2033,-161,99
2034,-162,101
2035,-163,99
2036,-164,93
2037,-165,88
2038,-166,79
2039,-167,77
2040,-168,75
2041,-169,74
2042,-170,71
2043,-171,69
2044,-172,65
2045,-173,63
2046,-174,62
2047,-175,63
2048,-176,62
2049,-177,61
2050,-178,62
2051,-179,62
2052,-180,62
2053,-181,62
2054,-182,62
2055,-183,62
2056,-184,61
2057,-185,61
2058,-186,62
2059,-187,61
2060,-188,61
2061,-189,61
2062,-190,61
2063,-191,62
2064,-192,62
2065,-193,62
2066,-194,62
2067,-195,62
2068,-196,63
2069,-197,63
2070,-198,63
2071,-199,63
2072,-200,64
2073,-201,65
2074,-202,65
2075,-203,67
2076,-204,70
2077,-205,72
2078,-206,75
2079,-207,78
2080,-208,80
2081,-209,81
2082,-210,83
2083,-211,82
2084,-212,82
2085,-213,82
2086,-214,82
2087,-215,82
2088,-216,81
2089,-217,82
2090,-218,82
2091,-219,82
2092,-220,82
2093,-221,81
2094,-222,81
2095,-223,81
2096,-224,80
2097,-225,81
2098,-226,81
2099,-227,80
2100,-228,81
2101,-228,80
2102,-229,80
2103,-229,80
2104,-230,80
2105,-230,80
2106,-231,79
2107,-231,81
2108,-232,80
2109,-232,80
2110,-233,80
2111,-233,81
2112,-234,80
2113,-234,82
2114,-235,81
2115,-235,81
2116,-236,82
2117,-236,83
2118,-237,82
2119,-237,81
2120,-238,81
2121,-238,81
2122,-239,80
2123,-239,81
2124,-240,82
2125,-240,80
2126,-241,82
2127,-241,79
2128,-242,79
2129,-242,80
2130,-243,73
2131,-243,66
2132,-244,64
2133,-244,61
2134,-245,62
2135,-245,52
2136,-246,59
2137,-246,58
2138,-247,64
2139,-247,65
2140,-248,65
2141,-248,48
2142,-249,59
2143,-249,60
2144,-250,72
2145,-250,61
2146,-250,58
2147,-251,57
2148,-251,45
2149,-251,42
2150,-252,55
2151,-252,55
2152,-252,53
2153,-253,53
2154,-253,52
2155,-253,56
2156,-254,49
2157,-254,50
2158,-254,49
2159,-254,58
2160,-255,57
2161,-255,53
2162,-255,49
2163,-255,51
2164,-255,60
2165,-256,52
2166,-256,56
2167,-256,51
2168,-256,51
2169,-256,50
2170,-256,49
2171,-256,51
2172,-256,49
2173,-255,49
2174,-255,49
2175,-255,54
2176,-255,57
2177,-255,51
2178,-254,47
2179,-254,50
2180,-254,48
2181,-254,45
2182,-253,48
2183,-253,59
2184,-253,49
2185,-252,49
2186,-252,45
2187,-252,42
2188,-251,50
2189,-251,50
2190,-251,48
2191,-250,59
2192,-250,59
2193,-250,56
2194,-249,62
2195,-249,65
2196,-248,54
2197,-248,61
2198,-247,62
2199,-247,64
2200,-246,63
2201,-246,73
2202,-245,64
2203,-245,64
2204,-244,66
2205,-244,56
2206,-243,62
2207,-243,73
2208,-242,62
2209,-242,75
2210,-241,77
2211,-241,81
2212,-240,78
2213,-240,81
2214,-239,79
2215,-239,79
2216,-238,82
2217,-238,82
2218,-237,82
2219,-237,82
2220,-236,80
2221,-236,81
2222,-235,80
2223,-235,83
2224,-234,81
2225,-234,81
2226,-233,80
2227,-233,80
2228,-232,78
2229,-232,80
2230,-231,80
2231,-231,80
2232,-230,79
2233,-230,79
2234,-229,80
2235,-229,80
2236,-228,79
2237,-228,80
2238,-227,79
2239,-226,79
2240,-225,80
2241,-224,79
2242,-223,80
2243,-222,81
2244,-221,80
2245,-220,80
2246,-219,81
2247,-218,81
2248,-217,80
2249,-216,80
2250,-215,80
2251,-214,80
2252,-213,80
2253,-212,79
2254,-211,80
2255,-210,80
2256,-209,80
2257,-208,79
2258,-207,77
2259,-206,75
2260,-205,73
2261,-204,71
2262,-203,67
2263,-202,66
2264,-201,63
2265,-200,63
2266,-199,64
2267,-198,63
2268,-197,63
2269,-196,62
2270,-195,63
2271,-194,62
2272,-193,63
2273,-192,62
2274,-191,63
2275,-190,63
2276,-189,63
2277,-188,62
2278,-187,63
2279,-186,62
2280,-185,62
2281,-184,62
2282,-183,62
2283,-182,61
2284,-181,62
2285,-180,61
2286,-179,61
2287,-178,61
2288,-177,61
2289,-176,61
2290,-175,62
2291,-174,61
2292,-173,61
2293,-172,62
2294,-171,63
2295,-170,64
2296,-169,69
2297,-168,69
2298,-167,73
2299,-166,74
2300,-165,76
2301,-164,76
2302,-163,91
2303,-162,91
2304,-161,100
2305,-160,107
2306,-159,107
2307,-158,108
2308,-157,116
2309,-156,110
2310,-155,107
2311,-154,112
2312,-153,109
2313,-152,107
2314,-151,105
2315,-150,102
2316,-149,110
2317,-148,109
2318,-147,111
2319,-146,106
2320,-145,110
2321,-144,111
2322,-143,114
2323,-142,115
2324,-141,118
2325,-140,111
2326,-139,112
2327,-138,127
2328,-137,134
2329,-136,140
2330,-135,148
2331,-134,141
2332,-133,136
2333,-132,138
2334,-131,125
2335,-130,121
2336,-129,122
2337,-128,119
2338,-127,98
2339,-126,87
2340,-125,80
2341,-124,76
2342,-123,74
2343,-122,72
2344,-121,71
2345,-120,69
2346,-119,69
2347,-118,69
2348,-117,68
2349,-116,66
2350,-115,66
2351,-114,66
2352,-113,65
2353,-112,65
2354,-111,65
2355,-110,65
2356,-109,65
2357,-108,64
2358,-107,65
2359,-106,64
2360,-105,65
2361,-104,64
2362,-103,64
2363,-102,63
2364,-101,64
2365,-100,64
2366,-99,63
2367,-98,64
2368,-97,64
2369,-96,64
2370,-95,63
2371,-94,63
2372,-93,64
2373,-92,63
2374,-91,63
2375,-90,63
2376,-89,64
2377,-88,63
2378,-87,66
2379,-86,67
2380,-85,68
2381,-84,68
2382,-83,68
2383,-82,68
2384,-81,69
2385,-80,68
2386,-79,68
2387,-78,68
2388,-77,68
2389,-76,69
2390,-75,68
2391,-74,69
2392,-73,68
2393,-72,68
2394,-71,69
2395,-70,69
2396,-69,69
2397,-68,68
2398,-67,69
2399,-66,69
2400,-65,69
2401,-64,69
2402,-63,68
2403,-62,67
2404,-61,67
2405,-60,68
2406,-59,69
2407,-58,69
2408,-57,70
2409,-56,69
2410,-55,69
2411,-54,69
2412,-53,70
2413,-52,69
2414,-51,68
2415,-50,70
2416,-49,69
2417,-48,69
2418,-47,69
2419,-46,69
2420,-45,70
2421,-44,69
2422,-43,70
2423,-42,69
2424,-41,70
2425,-40,67
2426,-39,70
2427,-38,70
2428,-37,69
2429,-36,69
2430,-35,70
2431,-34,70
2432,-33,70
2433,-32,68
2434,-31,69
2435,-30,69
2436,-29,69
2437,-28,68
2438,-27,65
2439,-26,62
2440,-25,62
2441,-24,62
2442,-23,65
2443,-22,67
2444,-21,68
2445,-20,67
2446,-19,68
2447,-18,69
2448,-17,70
2449,-16,69
2450,-15,69
2451,-14,69
2452,-13,70
2453,-12,69
2454,-11,71
2455,-10,70
2456,-9,69
2457,-8,68
2458,-7,69
2459,-6,69
2460,-5,70
2461,-4,68
2462,-3,70
2463,-2,69
2464,-1,70
2465,0,68
2466,1,69
2467,2,68
2468,3,69
2469,4,68
2470,5,70
2471,6,69
2472,7,69
2473,8,69
2474,9,71
2475,10,70
2476,11,70
2477,12,71
2478,13,75
2479,14,74
2480,15,77
2481,16,77
2482,17,78
2483,18,76
2484,19,79
2485,20,78
2486,21,80
2487,22,80
2488,23,79
2489,24,77
2490,25,75
2491,26,74
2492,27,71
2493,28,68
2494,29,56
2495,30,63
2496,31,64
2497,32,63
2498,33,64
2499,34,74
2500,35,61
